20030006121	8
20030009666	0
20030014337	8
20030019942	8
20030033242	6
20030046179	0
20030057269	0
20030061162	8
20030078787	0
20030079180	0
20030083127	0
20030083984	8
20030088479	0
20030093294	0
20030135734	1
20030163415	5
20030177067	0
20030209598	0
20030225689	0
20040019605	8
20040030637	8
20040039660	0
20040039690	8
20040049456	5
20040056770	0
20040064405	8
20040073506	8
20040093301	8
20040093307	8
20040094624	1
20040110472	0
20040131997	7
20040138991	0
20040139314	8
20040140354	0
20040153409	8
20040167863	8
20040199774	0
20040224777	0
20040225593	8
20040235560	0
20040238629	0
20040254830	0
20050017900	0
20050027543	0
20050051619	1
20050055251	8
20050077142	8
20050097017	8
20050099320	0
20050102211	8
20050108144	0
20050131794	8
20050137016	0
20050157858	0
20050171838	0
20050177433	8
20050177519	0
20050203843	1
20050209948	0
20050216391	0
20050216398	8
20050235359	0
20050246183	0
20060014122	0
20060015435	0
20060039249	0
20060049624	0
20060074983	0
20060107036	0
20060112103	0
20060118624	1
20060178793	0
20060178970	0
20060206414	8
20060224901	2
20060229961	3
20060235783	0
20060259562	0
20060287949	8
20070033126	8
20070043638	8
20070073546	0
20070078746	8
20070094119	8
20070112631	0
20070124256	0
20070136169	8
20070136192	5
20070179936	8
20070198352	0
20070201668	0
20070201702	0
20070208618	0
20070208650	8
20070221732	0
20070226140	8
20070239568	8
20070250427	6
20070267484	8
20070271174	8
20070271200	6
20070282725	8
20070288346	3
20080010184	8
20080027762	8
20080027823	8
20080040165	0
20080077417	7
20080082580	0
20080097924	1
20080103980	1
20080120227	8
20080120511	0
20080140457	8
20080162349	5
20080183508	3
20080215168	0
20080235101	0
20080249883	0
20080255985	8
20080281670	0
20080294690	7
20080299970	0
20080306789	8
20090006212	0
20090037343	8
20090043715	0
20090048926	0
20090048957	6
20090048971	1
20090055224	8
20090089083	0
20090095771	0
20090095810	0
20090102721	0
20090112660	8
20090118017	0
20090144166	8
20090158029	1
20090171831	8
20090177576	6
20090192912	2
20090248559	3
20090255988	8
20090260064	1
20090265192	8
20090270045	2
20090276289	0
20090281905	0
20090292603	8
20090299915	8
20090307117	0
20090327010	5
20090327114	1
20100031021	1
20100042547	5
20100043266	7
20100063867	2
20100070343	0
20100070381	0
20100076889	8
20100100399	8
20100125465	8
20100146285	0
20100146421	8
20100169179	0
20100169205	8
20100185468	8
20100185864	0
20100191585	0
20100191622	5
20100205058	0
20100205065	8
20100214100	0
20100222026	0
20100223201	8
20100228683	8
20100235543	0
20100287116	8
20100293107	0
20100325064	8
20110035318	1
20110045801	0
20110082784	8
20110082790	8
20110093362	0
20110099116	0
20110109508	0
20110119168	8
20110123971	0
20110131129	8
20110140658	0
20110145079	0
20110153484	8
20110173082	0
20110178923	8
20110202417	2
20110210723	8
20110246306	3
20110250866	2
20110270659	0
20110276471	3
20110276802	0
20110282780	8
20110282806	6
20110284629	0
20110289021	8
20110295722	0
20110320268	0
20120005093	8
20120017266	0
20120029997	0
20120033950	0
20120034869	0
20120041870	0
20120054017	0
20120059760	8
20120066065	3
20120109846	8
20120110006	0
20120123824	3
20120123947	1
20120173723	3
20120175417	0
20120179493	7
20120185367	0
20120203666	2
20120216248	0
20120226599	8
20120242485	8
20120246056	8
20120259666	7
20120278130	0
20120284115	2
20120297187	0
20120310795	3
20120323669	8
20120323762	2
20120330843	1
20130006855	0
20130007460	0
20130018791	5
20130019002	0
20130035997	0
20130046564	8
20130054466	1
20130060645	0
20130061305	1
20130080322	1
20130096996	0
20130110598	0
20130121493	0
20130121532	0
20130124393	3
20130138568	2
20130159086	0
20130159190	8
20130204766	8
20130212041	8
20130215797	0
20130217479	0
20130218657	8
20130226717	2
20130226814	8
20130226828	3
20130231774	0
20130238499	2
20130246086	6
20130246309	8
20130262880	0
20130282472	0
20130282573	8
20130289819	7
20130304563	0
20130318575	0
20130325377	0
20130339167	0
20130339207	8
20130339236	8
20130339272	8
20130344950	0
20140012651	0
20140012716	0
20140012729	8
20140025419	8
20140025483	0
20140031024	2
20140039990	0
20140046701	7
20140052633	5
20140058837	0
20140066156	0
20140067493	0
20140067661	8
20140067715	6
20140074635	2
20140081825	8
20140085053	0
20140087657	0
20140090952	2
20140095222	0
20140095247	0
20140108258	1
20140113706	0
20140143151	8
20140148965	0
20140156502	8
20140164091	0
20140172519	0
20140172597	1
20140200930	3
20140207593	8
20140207684	1
20140222195	0
20140222569	0
20140244468	8
20140244502	8
20140257914	8
20140278476	0
20140278587	3
20140279041	8
20140279104	0
20140279204	0
20140279293	0
20140279311	0
20140279529	1
20140337241	0
20140351110	8
20140358706	1
20140365400	6
20150006388	2
20150012820	0
20150017944	0
20150019443	2
20150026098	6
20150032601	8
20150040193	1
20150051955	0
20150081590	8
20150088677	2
20150092877	0
20150095158	0
20150120485	0
20150120504	0
20150120546	8
20150120569	1
20150127423	0
20150127479	0
20150142622	8
20150142638	3
20150178698	0
20150178825	3
20150180836	1
20150185034	0
20150186983	2
20150206106	4
20150206117	8
20150221036	6
20150224888	0
20150254769	6
20150302411	1
20150317631	1
20150317710	0
20150349424	0
20150350221	0
20150356327	0
20150358476	0
20150363769	4
20150363773	4
20150363876	4
20150379510	4
20160012412	8
20160012500	5
20160014922	0
20160019726	0
20160027307	0
20160048832	1
20160055481	8
20160063813	0
20160074744	0
20160086184	0
20160092859	2
20160092994	8
20160097648	0
20160098706	5
20160119296	1
20160125408	8
20160127512	8
20160140649	0
20160140846	0
20160148039	0
20160148173	8
20160162884	2
20160203448	4
20160203477	4
20160203679	0
20160224966	1
20160232519	1
20160247113	0
20160247162	0
20160247181	8
20160261999	0
20160267513	0
20160275611	8
20160284154	0
20160292393	0
20160321659	0
20160321717	0
20160343047	0
20160347325	0
20160350809	2
20160350864	6
20160379101	1
20160379201	5
20160379212	0
20160379310	7
20170041132	0
20170046546	0
20170076363	0
20170092076	0
20170104781	1
20170124608	0
20170124656	8
20170132621	0
20170140350	2
20170148092	3
20170161817	0
20170177829	0
20170178110	5
20170185981	0
20170206593	2
20170213282	5
20170214699	4
20170220781	0
20170223027	7
20170228705	4
20170228706	8
20170236121	4
20170237569	0
20170243187	0
20170243289	4
20170244721	4
20170255942	2
20030071841	0
20030130904	0
20030212904	1
20040015714	0
20040193640	0
20040199435	0
20040236621	0
20050005242	0
20050138081	0
20050165766	0
20060123010	0
20060161463	0
20060168225	0
20070053513	0
20070055672	1
20070088713	0
20070100834	0
20070210155	0
20080059625	0
20080066068	0
20090083372	0
20090094451	0
20090222358	0
20090287837	0
20100064349	0
20110191181	0
20110276636	0
20110282734	0
20120017012	0
20120066071	0
20120123848	0
20120158512	0
20120215813	0
20140098758	0
20140180807	0
20140310243	0
20140372184	0
20150095129	0
20150256418	0
20150348116	0
20160048591	0
20160104254	0
20170011450	0
20170048774	0
20170109142	0
20030222138	1
20040015451	2
20040078340	1
20040199469	1
20040210448	1
20040210449	1
20050097037	1
20050109835	1
20050240527	8
20060136317	1
20060249574	1
20060265602	1
20070136211	1
20080010220	1
20080052235	1
20080065554	1
20080091602	1
20080185429	1
20080201264	1
20080306870	8
20090157557	1
20100088237	1
20110016050	1
20110161233	1
20110237296	1
20110244920	1
20120005096	1
20120166334	1
20120221472	1
20120239578	1
20120330765	1
20130226812	1
20140074717	1
20140188697	1
20140337219	1
20140337221	1
20140344149	8
20150012429	1
20150012430	3
20150046257	1
20150095175	1
20150134519	1
20170169426	1
20070233615	2
20070255653	2
20080010204	2
20080126145	2
20100211498	2
20100211507	2
20110191160	2
20110276418	2
20120016731	2
20120265677	2
20120289188	2
20120290472	2
20130006848	2
20130060647	2
20130103517	2
20130103518	2
20130124289	2
20130124290	2
20130124291	2
20130144706	2
20130173456	2
20130275303	1
20130290187	2
20140006183	2
20140006272	2
20140032381	8
20140052553	2
20140074707	2
20140229259	2
20140273996	2
20140279094	2
20140337138	2
20140351144	2
20140379582	2
20150142541	2
20150206123	2
20150213560	2
20150287036	2
20150332223	2
20150339696	2
20160086153	2
20160155112	2
20160224971	1
20160239820	2
20160239837	2
20160328698	2
20170032370	2
20170068947	2
20170200143	2
20030004866	8
20060226216	3
20060242039	3
20060242047	3
20070067208	3
20070078741	3
20070226130	3
20080195444	3
20080195445	3
20080221934	3
20080221973	3
20080222016	3
20080228538	0
20080228541	3
20080228606	3
20080243680	3
20080255897	0
20090144160	3
20090144185	3
20100010930	8
20100057622	3
20100250434	3
20100250469	3
20100312717	3
20110035333	3
20110066493	3
20110066551	3
20110112954	8
20110131130	8
20110184838	0
20110184851	3
20110231225	0
20110251946	3
20110264581	0
20110313835	3
20120022945	3
20120046979	3
20120066108	3
20120084230	3
20120123968	3
20120185296	0
20120233061	3
20130226787	3
20130254135	3
20130275331	3
20140006255	3
20140019331	3
20140032384	3
20140058926	3
20140316855	3
20140344069	3
20150066772	3
20150235222	3
20160140561	8
20160189292	8
20160364727	8
20140188719	8
20140214640	8
20150026049	8
20150120472	8
20150170112	4
20150220928	4
20150254640	4
20150262137	4
20150262138	4
20150262140	4
20150262141	4
20150269538	4
20150294425	8
20150332224	4
20150363772	4
20150371224	4
20160012424	4
20160078428	8
20160162885	8
20160196553	8
20160218879	8
20160253663	1
20160267472	0
20160267474	4
20160269182	0
20160283941	4
20160300222	1
20160321434	0
20160321435	0
20160335628	1
20170011390	2
20170011392	4
20170017936	0
20170017954	0
20170048209	0
20170048235	0
20170085545	0
20170085555	0
20170091726	4
20170103458	4
20170109735	0
20170132630	4
20170134161	0
20170187535	4
20170228731	0
20170228734	4
20170230375	4
20170236102	4
20170243176	0
20170243222	4
20170243287	4
20170244707	4
20030023552	8
20030130940	8
20030216996	8
20050131813	5
20050131816	5
20060277147	8
20070067238	8
20070203836	5
20070233599	8
20070267480	8
20080172331	8
20100042538	5
20100138312	5
20100191647	8
20100280944	5
20110004547	5
20110166994	6
20110191149	8
20120109818	2
20120116967	5
20120116970	5
20120226607	8
20120239559	5
20120284175	5
20120284187	8
20130018785	8
20130018787	5
20130198061	5
20130238490	5
20130238492	5
20130290121	8
20130317984	5
20140164229	5
20140214649	5
20140279457	5
20140279459	8
20140310171	5
20140310172	8
20150058206	8
20150073982	8
20150112822	8
20150134508	5
20150186856	8
20150363752	5
20150363754	5
20160092853	8
20160117665	5
20160132884	5
20030028464	6
20030097324	6
20030105692	8
20030126054	6
20030225649	8
20040039667	0
20050027632	6
20050027652	8
20050137967	8
20050144110	6
20050177499	6
20050177501	6
20060085338	8
20060095351	6
20060149651	6
20060282363	6
20070038535	8
20070038542	8
20080154792	6
20080301035	8
20090030740	6
20090094069	8
20100121778	6
20100121779	6
20100121780	6
20100174645	6
20100256996	6
20110004546	6
20110016061	8
20110087623	8
20110112985	6
20110145166	8
20120072371	8
20120116999	8
20120185407	6
20120185408	6
20130226832	6
20140143177	6
20140222714	6
20140351168	6
20140372341	8
20150095265	6
20150112890	8
20150262307	8
20160189302	6
20160232614	6
20170024821	6
20170076377	8
20170091851	6
20170186089	6
20030030572	0
20030167207	7
20040118930	2
20040232220	7
20040233039	7
20050023359	8
20050149384	0
20070296544	7
20070296551	7
20080010161	7
20080015941	7
20080016002	7
20080021840	7
20080033722	7
20080140517	0
20080140580	7
20090119220	7
20090125446	7
20100030693	7
20100088127	0
20110060480	0
20130046510	7
20130085928	8
20130339165	8
20140278897	8
20140279229	0
20140279409	8
20140279471	8
20140330724	8
20150106187	0
20150127545	2
20150170289	7
20150170290	7
20150186872	2
20150227903	1
20150317615	8
20150379509	7
