Attr 4,Attr 4_ClampedValues,Attr 4_ClampedNormalizedValues,Attr 5,Attr 5_ClampedValues,Attr 5_ClampedNormalizedValues,Attr 6,Attr 6_ClampedValues,Attr 6_ClampedNormalizedValues,Attr 7,Attr 7_ClampedValues,Attr 7_ClampedNormalizedValues,Attr 8,Attr 8_ClampedValues,Attr 8_ClampedNormalizedValues,Attr 9,Attr 9_ClampedValues,Attr 9_ClampedNormalizedValues,Attr 10,Attr 10_ClampedValues,Attr 10_ClampedNormalizedValues,Attr 11,Attr 11_ClampedValues,Attr 11_ClampedNormalizedValues,Attr 12,Attr 12_ClampedValues,Attr 12_ClampedNormalizedValues
-1.408395301,-1.408395301,0.35363216451863794,7.246530844,7.246530844,0.8569381439758016,9.63853598,9.63853598,0.9601298537928801,0.297901821,0.297901821,0.5884311568037504,0.04799355,0.04799355,0.498324829003381,0.068373935,0.068373935,0.5091208927350092,0.944100408,0.944100408,0.9730178610200511,0.59520325,0.59520325,0.7881972134438675,218.5300301,218.5300301,0.5897610776834987
-1.004670838,-1.004670838,0.43087678119523587,7.198880865,7.198880865,0.8527742871709508,9.274544097,9.274544097,0.9256933210955062,-0.886493018,-0.886493018,0.34896257145929455,-0.427310766,-0.427310766,0.24654275091928549,0.04799355,0.04799355,0.498324829003381,0.563775162,0.563775162,0.7715488703918978,0.894628008,0.894628008,0.946810937875243,597.2286454,597.2286454,0.737017953791576
-2.618999166,-2.618999166,0.12200728153716522,5.342282343,5.342282343,0.6905368517734362,0.375135749,0.375135749,0.08373837408592197,-0.098468712,-0.098468712,0.5082904067056845,-0.7796704190000001,-0.7796704190000001,0.05988792225719769,-0.427310766,-0.427310766,0.24654275091928549,0.068373935,0.068373935,0.5091208927350092,0.944100408,0.944100408,0.9730178610200511,377.771683,377.771683,0.6516821605841172
-2.035726812,-2.035726812,0.23360480294568814,6.356186318,6.356186318,0.77913607163393,0.6198230379999999,0.6198230379999999,0.10688774148068955,-1.160188866,-1.160188866,0.29362498016199645,-0.80639621,-0.80639621,0.0457305183163903,-0.7796704190000001,-0.7796704190000001,0.05988792225719769,0.04799355,0.04799355,0.498324829003381,0.563775162,0.563775162,0.7715488703918978,262.4089917,262.4089917,0.6068234025799433
-1.149173223,-1.149173223,0.4032291344432005,7.428148285,7.428148285,0.8728086445186752,9.011427156,9.011427156,0.9008003617599831,1.31815055,1.31815055,0.7947116232395797,-0.501087292,-0.501087292,0.20746124796464938,-0.80639621,-0.80639621,0.0457305183163903,-0.427310766,-0.427310766,0.24654275091928549,0.068373935,0.068373935,0.5091208927350092,-148.91191709999995,-148.91191709999995,0.44688135457472217
1.353257326,1.353257326,0.8820192654175367,4.196749429,4.196749429,0.5904353382105584,1.784057209,1.784057209,0.21703357156515174,0.8840687779999999,0.8840687779999999,0.7069461716842351,0.032487103,0.032487103,0.4901106274530612,-0.501087292,-0.501087292,0.20746124796464938,-0.7796704190000001,-0.7796704190000001,0.05988792225719769,0.04799355,0.04799355,0.498324829003381,258.3720545,258.3720545,0.6052536404073365
-0.725382237,-0.725382237,0.4843130797194309,7.648483612000001,7.648483612000001,0.8920624777822315,8.929193856,8.929193856,0.8930204362821862,-0.040586593,-0.040586593,0.5199933867400895,0.568347843,0.568347843,0.7739711482586017,0.032487103,0.032487103,0.4901106274530612,-0.80639621,-0.80639621,0.0457305183163903,-0.427310766,-0.427310766,0.24654275091928549,-410.3864847,-410.3864847,0.34520702451152935
-0.8679222959999999,-0.8679222959999999,0.4570408848747141,8.059179607999999,8.059179607999999,0.9279508318499117,8.847776974,8.847776974,0.8853177504530322,0.299592814,0.299592814,0.5887730526717526,0.860887304,0.860887304,0.9289375370178008,0.568347843,0.568347843,0.7739711482586017,-0.501087292,-0.501087292,0.20746124796464938,-0.7796704190000001,-0.7796704190000001,0.05988792225719769,-57.48916761,-57.48916761,0.48243107129191637
0.986648926,0.986648926,0.811876066469444,-1.562254223,-1.562254223,0.08718922879380134,2.957233424,2.957233424,0.3280253902690562,0.647575835,0.647575835,0.6591305035984365,0.89546482,0.89546482,0.9472542207515671,0.860887304,0.860887304,0.9289375370178008,0.032487103,0.032487103,0.4901106274530612,-0.80639621,-0.80639621,0.0457305183163903,295.6485148,295.6485148,0.6197485840759218
-0.842755556,-0.842755556,0.4618560381846081,8.038127626,8.038127626,0.9261112205773381,9.024365021,9.024365021,0.9020243868877816,1.099154572,1.099154572,0.7504336043552154,0.581759336,0.581759336,0.7810755936929881,0.89546482,0.89546482,0.9472542207515671,0.568347843,0.568347843,0.7739711482586017,-0.501087292,-0.501087292,0.20746124796464938,40.78772695,40.78772695,0.5206460208634748
1.471004661,1.471004661,0.9045478674476941,-1.359544809,-1.359544809,0.10490283519205801,3.092100725,3.092100725,0.3407849116694085,0.08352376,0.08352376,0.5450868181540633,0.104021224,0.104021224,0.5280042653456721,0.581759336,0.581759336,0.7810755936929881,0.860887304,0.860887304,0.9289375370178008,0.032487103,0.032487103,0.4901106274530612,49.84783424,49.84783424,0.5241690416584479
1.232322689,1.232322689,0.8588808367759498,3.65700491,3.65700491,0.5432701781100888,2.045537072,2.045537072,0.24177165027638592,-0.988884585,-0.988884585,0.3282603842381866,-0.472505599,-0.472505599,0.22260177544662924,0.104021224,0.104021224,0.5280042653456721,0.89546482,0.89546482,0.9472542207515671,0.568347843,0.568347843,0.7739711482586017,826.0330393999999,826.0330393999999,0.8259884937909117
0.721295268,0.721295268,0.7611059411130743,4.144878602,4.144878602,0.5859026458461571,2.00211529,2.00211529,0.23766360368123354,-0.967718721,-0.967718721,0.3325398350959365,-0.773372724,-0.773372724,0.06322398860640344,-0.472505599,-0.472505599,0.22260177544662924,0.581759336,0.581759336,0.7810755936929881,0.860887304,0.860887304,0.9289375370178008,842.2175557,842.2175557,0.8322818395159026
-1.701980412,-1.701980412,0.2974605141989211,8.146370801,8.146370801,0.9355699672601518,9.156838625,9.156838625,0.9145574454771266,-2.014967321,-2.014967321,0.12080036065031896,-0.803181653,-0.803181653,0.04743335966315343,-0.773372724,-0.773372724,0.06322398860640344,0.104021224,0.104021224,0.5280042653456721,0.89546482,0.89546482,0.9472542207515671,-300.26537189999993,-300.26537189999993,0.38802759582950747
-2.88904148,-2.88904148,0.07034007545212917,5.983770648999998,5.983770648999998,0.746592814529899,1.010967308,1.010967308,0.1438931063592394,-1.211778256,-1.211778256,0.28319430465135836,-0.565783032,-0.565783032,0.17319009301812383,-0.803181653,-0.803181653,0.04743335966315343,-0.472505599,-0.472505599,0.22260177544662924,0.581759336,0.581759336,0.7810755936929881,-542.4344617,-542.4344617,0.29386019670755864
0.818304101,0.818304101,0.7796666447762781,-1.4892270930000002,-1.4892270930000002,0.0935706484412101,2.458837883,2.458837883,0.28087320049379183,1.0525450790000002,1.0525450790000002,0.741009796529646,-0.066865016,-0.066865016,0.4374810128213305,-0.565783032,-0.565783032,0.17319009301812383,-0.773372724,-0.773372724,0.06322398860640344,0.104021224,0.104021224,0.5280042653456721,-114.0490358,-114.0490358,0.460437778561902
1.199301925,1.199301925,0.8525629727590042,-1.776914969,-1.776914969,0.06843126443107989,2.761725184,2.761725184,0.3095287528059455,1.402231252,1.402231252,0.8117116017093514,0.489822965,0.489822965,0.7323743095626534,-0.066865016,-0.066865016,0.4374810128213305,-0.803181653,-0.803181653,0.04743335966315343,-0.472505599,-0.472505599,0.22260177544662924,342.2172913,342.2172913,0.6378568429248029
0.5125018720000001,0.5125018720000001,0.7211574928105371,4.269415021,4.269415021,0.5967851651376113,2.132984697,2.132984697,0.25004489245091044,1.611415309,1.611415309,0.8540057831401808,0.8509991140000001,0.8509991140000001,0.9236994843789303,0.489822965,0.489822965,0.7323743095626534,-0.565783032,-0.565783032,0.17319009301812383,-0.773372724,-0.773372724,0.06322398860640344,231.6253582,231.6253582,0.5948531932331916
0.422293891,0.422293891,0.7038979964160497,-1.768439834,-1.768439834,0.06917185759150452,2.458060636,2.458060636,0.28079966673389356,1.036517937,1.036517937,0.7377693256195437,0.973592846,0.973592846,0.988640835769993,0.8509991140000001,0.8509991140000001,0.9236994843789303,-0.066865016,-0.066865016,0.4374810128213305,-0.803181653,-0.803181653,0.04743335966315343,-537.1037564,-537.1037564,0.2959330403310003
-1.987908066,-1.987908066,0.24275396541475958,8.399440871,8.399440871,0.9576843008902578,8.725311409,8.725311409,0.8737315321047925,0.068467423,0.068467423,0.5420426308584623,0.687864787,0.687864787,0.8372826384210021,0.973592846,0.973592846,0.988640835769993,0.489822965,0.489822965,0.7323743095626534,-0.565783032,-0.565783032,0.17319009301812383,382.8215805,382.8215805,0.653645812154184
